id,name,price,stock
3483,Light Snack Trail Mix #3483,124.50,99
3484,Special Drink Sports Drink #3484,33.25,7
3485,Local Bakery Cinnamon Roll #3485,141.25,10
3486,Fresh Dairy Greek Yogurt #3486,84.25,13
3487,Classic Pantry Soy Sauce 1L #3487,276.50,16
3488,Original Frozen Frozen Pizza #3488,519.25,19
3489,Salted Produce Garlic Bulb #3489,167.00,22
3490,Spicy Meat Lamb Chops #3490,1465.00,25
3491,Deluxe Bath Mouthwash #3491,130.99,28
3492,Imported Clean Floor Wax #3492,238.99,31
3493,Natural Office Highlighter #3493,19.49,34
3494,Organic Tech Earphones #3494,2005.99,37
3495,Premium Pet Cat Food 1kg #3495,52.49,40
3496,Roasted Coffee Espresso Beans #3496,106.50,43
3497,Sweet Tea Hibiscus Leaves #3497,327.25,46
3498,Light Snack Popcorn Bag #3498,55.50,49
3499,Special Drink Juice Box #3499,138.50,52
3500,Local Bakery Banana Bread #3500,62.25,55
3501,Fresh Dairy Cheddar Block #3501,109.99,58
3502,Classic Pantry Brown Sugar 1kg #3502,118.00,61
3503,Original Frozen Ice Cream Tub #3503,187.50,64
3504,Salted Produce Red Apple #3504,36.99,67
3505,Spicy Meat Turkey Slice #3505,967.49,70
3506,Deluxe Bath Deodorant #3506,306.99,73
3507,Imported Clean Glass Cleaner #3507,204.75,76
3508,Natural Office Stapler #3508,94.00,79
3509,Organic Tech Power Bank #3509,1766.50,82
3510,Premium Pet Pet Treats #3510,776.00,85
3511,Roasted Coffee Arabica Grounds #3511,496.75,88
3512,Sweet Tea Green Tea Bags #3512,497.75,91
3513,Light Snack Beef Jerky #3513,167.49,94
3514,Special Drink Coconut Water #3514,52.25,97
3515,Local Bakery Muffin #3515,207.00,5
3516,Fresh Dairy Mozzarella Ball #3516,191.25,8
3517,Classic Pantry Iodized Salt #3517,135.25,11
3518,Original Frozen Frozen Berries #3518,465.50,14
3519,Salted Produce Banana Bunch #3519,43.49,17
3520,Spicy Meat Pork Belly #3520,932.50,20
3521,Deluxe Bath Hand Sanitizer #3521,115.75,23
3522,Imported Clean Trash Bags #3522,403.25,26
3523,Natural Office Tape Roll #3523,133.25,29
3524,Organic Tech HDMI Cable #3524,1094.00,32
3525,Premium Pet Cat Litter #3525,685.00,35
3526,Roasted Coffee Cold Brew Concentrate #3526,621.00,38
3527,Sweet Tea Black Tea Loose #3527,274.49,41
3528,Light Snack Potato Chips #3528,24.25,44
3529,Special Drink Lemonade Bottle #3529,89.75,47
3530,Local Bakery Bagel #3530,82.00,50
3531,Fresh Dairy Butter Stick #3531,418.75,53
3532,Classic Pantry Black Pepper #3532,424.50,56
3533,Original Frozen French Fries #3533,130.49,59
3534,Salted Produce Cavendish #3534,102.49,62
3535,Spicy Meat Chicken Breast #3535,891.50,65
3536,Deluxe Bath Bar Soap #3536,339.25,68
3537,Imported Clean Sponge Pack #3537,381.50,71
3538,Natural Office Eraser #3538,180.50,74
3539,Organic Tech Wireless Mouse #3539,2484.75,77
3540,Premium Pet Dog Toy #3540,372.75,80
3541,Roasted Coffee Instant Sachets #3541,541.75,83
3542,Sweet Tea Chamomile Pouch #3542,144.99,86
3543,Light Snack Tortilla Chips #3543,247.25,89
3544,Special Drink Mineral Water 500ml #3544,38.75,92
3545,Local Bakery Donut #3545,47.75,95
3546,Fresh Dairy Cream Cheese #3546,321.99,98
3547,Classic Pantry Vinegar Bottle #3547,61.00,6
3548,Original Frozen Chicken Nuggets #3548,215.25,9
3549,Salted Produce Green Lettuce #3549,19.00,12
3550,Spicy Meat Ground Beef #3550,1399.50,15
3551,Deluxe Bath Shampoo 200ml #3551,62.75,18
3552,Imported Clean Laundry Pod #3552,334.99,21
3553,Natural Office Marker Pen #3553,80.50,24
3554,Organic Tech Keyboard #3554,1524.49,27
3555,Premium Pet Pet Shampoo #3555,699.99,30
3556,Roasted Coffee Decaf Pods #3556,588.99,33
3557,Sweet Tea Matcha Powder #3557,377.99,36
3558,Light Snack Pretzel Sticks #3558,140.00,39
3559,Special Drink Soda Can 330ml #3559,119.99,42
3560,Local Bakery Sourdough Loaf #3560,153.00,45
3561,Fresh Dairy Whipping Cream #3561,364.25,48
3562,Classic Pantry Tomato Sauce #3562,124.50,51
3563,Original Frozen Fish Fillet #3563,589.49,54
3564,Salted Produce Cherry Tomato #3564,31.50,57
3565,Spicy Meat Bacon Strips #3565,1408.25,60
3566,Deluxe Bath Conditioner 200ml #3566,100.49,63
3567,Imported Clean Dish Soap #3567,65.25,66
3568,Natural Office Ballpen Black #3568,40.99,69
3569,Organic Tech Webcam #3569,861.50,72
3570,Premium Pet Aquarium Pellets #3570,596.49,75
3571,Roasted Coffee Mocha Mix #3571,500.00,78
3572,Sweet Tea Oolong Tin #3572,289.99,81
3573,Light Snack Cheese Crackers #3573,30.75,84
3574,Special Drink Iced Tea Bottle #3574,23.99,87
3575,Local Bakery Baguette #3575,193.25,90
3576,Fresh Dairy Whole Milk 1L #3576,179.49,93
3577,Classic Pantry Pasta 500g #3577,383.49,96
3578,Original Frozen Veggie Mix #3578,564.75,99
3579,Salted Produce Carrot Pack #3579,24.99,7
3580,Spicy Meat Pork Loin #3580,872.25,10
3581,Deluxe Bath Body Wash #3581,272.25,13
3582,Imported Clean All-Purpose Spray #3582,389.50,16
3583,Natural Office Notebook A5 #3583,218.49,19
3584,Organic Tech USB-C Cable #3584,911.75,22
3585,Premium Pet Bird Seed #3585,729.75,25
3586,Roasted Coffee Latte Powder #3586,61.00,28
3587,Sweet Tea Earl Grey Box #3587,60.00,31
3588,Light Snack Granola Bar #3588,210.49,34
3589,Special Drink Energy Drink #3589,61.50,37
3590,Local Bakery Croissant #3590,110.00,40
3591,Fresh Dairy Skim Milk 1L #3591,92.00,43
3592,Classic Pantry Olive Oil 500ml #3592,64.25,46
3593,Original Frozen Frozen Dumplings #3593,359.00,49
3594,Salted Produce Sweet Onion #3594,72.50,52
3595,Spicy Meat Sausage Pack #3595,572.75,55
3596,Deluxe Bath Toothpaste #3596,227.50,58
3597,Imported Clean Bleach Bottle #3597,347.75,61
3598,Natural Office Sticky Notes #3598,132.75,64
3599,Organic Tech Phone Charger #3599,994.49,67
3600,Premium Pet Dog Food 1kg #3600,58.50,70
3601,Roasted Coffee Cappuccino Sticks #3601,566.49,73
3602,Sweet Tea Jasmine Pearls #3602,176.75,76
3603,Light Snack Trail Mix #3603,34.49,79
3604,Special Drink Sports Drink #3604,36.50,82
3605,Local Bakery Cinnamon Roll #3605,185.00,85
3606,Fresh Dairy Greek Yogurt #3606,267.75,88
3607,Classic Pantry Soy Sauce 1L #3607,466.75,91
3608,Original Frozen Frozen Pizza #3608,374.50,94
3609,Salted Produce Garlic Bulb #3609,26.99,97
3610,Spicy Meat Lamb Chops #3610,784.75,5
3611,Deluxe Bath Mouthwash #3611,331.99,8
3612,Imported Clean Floor Wax #3612,132.50,11
3613,Natural Office Highlighter #3613,173.00,14
3614,Organic Tech Earphones #3614,1895.25,17
3615,Premium Pet Cat Food 1kg #3615,718.99,20
3616,Roasted Coffee Espresso Beans #3616,546.50,23
3617,Sweet Tea Hibiscus Leaves #3617,189.99,26
3618,Light Snack Popcorn Bag #3618,120.50,29
3619,Special Drink Juice Box #3619,124.50,32
3620,Local Bakery Banana Bread #3620,54.00,35
3621,Fresh Dairy Cheddar Block #3621,108.99,38
3622,Classic Pantry Brown Sugar 1kg #3622,314.00,41
3623,Original Frozen Ice Cream Tub #3623,358.25,44
3624,Salted Produce Red Apple #3624,78.75,47
3625,Spicy Meat Turkey Slice #3625,1282.99,50
3626,Deluxe Bath Deodorant #3626,264.99,53
3627,Imported Clean Glass Cleaner #3627,307.50,56
3628,Natural Office Stapler #3628,41.49,59
3629,Organic Tech Power Bank #3629,1516.75,62
3630,Premium Pet Pet Treats #3630,824.50,65
3631,Roasted Coffee Arabica Grounds #3631,249.99,68
3632,Sweet Tea Green Tea Bags #3632,145.99,71
3633,Light Snack Beef Jerky #3633,245.50,74
3634,Special Drink Coconut Water #3634,95.25,77
3635,Local Bakery Muffin #3635,49.00,80
3636,Fresh Dairy Mozzarella Ball #3636,261.50,83
3637,Classic Pantry Iodized Salt #3637,217.25,86
3638,Original Frozen Frozen Berries #3638,393.25,89
3639,Salted Produce Banana Bunch #3639,131.99,92
3640,Spicy Meat Pork Belly #3640,364.49,95
3641,Deluxe Bath Hand Sanitizer #3641,230.75,98
3642,Imported Clean Trash Bags #3642,239.25,6
3643,Natural Office Tape Roll #3643,178.25,9
3644,Organic Tech HDMI Cable #3644,842.50,12
3645,Premium Pet Cat Litter #3645,42.50,15
3646,Roasted Coffee Cold Brew Concentrate #3646,622.49,18
3647,Sweet Tea Black Tea Loose #3647,210.50,21
3648,Light Snack Potato Chips #3648,55.75,24
3649,Special Drink Lemonade Bottle #3649,139.99,27
3650,Local Bakery Bagel #3650,139.49,30
3651,Fresh Dairy Butter Stick #3651,338.25,33
3652,Classic Pantry Black Pepper #3652,100.00,36
3653,Original Frozen French Fries #3653,416.99,39
3654,Salted Produce Cavendish #3654,124.25,42
3655,Spicy Meat Chicken Breast #3655,287.49,45
3656,Deluxe Bath Bar Soap #3656,259.99,48
3657,Imported Clean Sponge Pack #3657,220.75,51
3658,Natural Office Eraser #3658,195.99,54
3659,Organic Tech Wireless Mouse #3659,2129.99,57
3660,Premium Pet Dog Toy #3660,145.75,60
3661,Roasted Coffee Instant Sachets #3661,85.49,63
3662,Sweet Tea Chamomile Pouch #3662,326.00,66
3663,Light Snack Tortilla Chips #3663,218.99,69
3664,Special Drink Mineral Water 500ml #3664,55.49,72
3665,Local Bakery Donut #3665,95.50,75
3666,Fresh Dairy Cream Cheese #3666,261.00,78
3667,Classic Pantry Vinegar Bottle #3667,383.49,81
3668,Original Frozen Chicken Nuggets #3668,151.25,84
3669,Salted Produce Green Lettuce #3669,141.99,87
3670,Spicy Meat Ground Beef #3670,547.25,90
3671,Deluxe Bath Shampoo 200ml #3671,153.00,93
3672,Imported Clean Laundry Pod #3672,181.50,96
3673,Natural Office Marker Pen #3673,76.00,99
3674,Organic Tech Keyboard #3674,1178.25,7
3675,Premium Pet Pet Shampoo #3675,843.49,10
3676,Roasted Coffee Decaf Pods #3676,155.50,13
3677,Sweet Tea Matcha Powder #3677,156.25,16
3678,Light Snack Pretzel Sticks #3678,243.00,19
3679,Special Drink Soda Can 330ml #3679,113.75,22
3680,Local Bakery Sourdough Loaf #3680,183.75,25
3681,Fresh Dairy Whipping Cream #3681,406.99,28
3682,Classic Pantry Tomato Sauce #3682,139.50,31
3683,Original Frozen Fish Fillet #3683,260.25,34
3684,Salted Produce Cherry Tomato #3684,17.50,37
3685,Spicy Meat Bacon Strips #3685,530.25,40
3686,Deluxe Bath Conditioner 200ml #3686,212.25,43
3687,Imported Clean Dish Soap #3687,163.50,46
3688,Natural Office Ballpen Black #3688,129.25,49
3689,Organic Tech Webcam #3689,1779.25,52
3690,Premium Pet Aquarium Pellets #3690,863.50,55
3691,Roasted Coffee Mocha Mix #3691,607.50,58
3692,Sweet Tea Oolong Tin #3692,483.00,61
3693,Light Snack Cheese Crackers #3693,211.49,64
3694,Special Drink Iced Tea Bottle #3694,76.75,67
3695,Local Bakery Baguette #3695,102.49,70
3696,Fresh Dairy Whole Milk 1L #3696,95.49,73
3697,Classic Pantry Pasta 500g #3697,435.49,76
3698,Original Frozen Veggie Mix #3698,297.75,79
3699,Salted Produce Carrot Pack #3699,21.25,82
3700,Spicy Meat Pork Loin #3700,389.00,85
3701,Deluxe Bath Body Wash #3701,191.50,88
3702,Imported Clean All-Purpose Spray #3702,86.75,91
3703,Natural Office Notebook A5 #3703,52.99,94
3704,Organic Tech USB-C Cable #3704,2299.50,97
3705,Premium Pet Bird Seed #3705,538.25,5
3706,Roasted Coffee Latte Powder #3706,506.00,8
3707,Sweet Tea Earl Grey Box #3707,254.99,11
3708,Light Snack Granola Bar #3708,134.50,14
3709,Special Drink Energy Drink #3709,102.50,17
3710,Local Bakery Croissant #3710,152.50,20
3711,Fresh Dairy Skim Milk 1L #3711,40.99,23
3712,Classic Pantry Olive Oil 500ml #3712,310.50,26
3713,Original Frozen Frozen Dumplings #3713,394.75,29
3714,Salted Produce Sweet Onion #3714,111.75,32
3715,Spicy Meat Sausage Pack #3715,961.50,35
3716,Deluxe Bath Toothpaste #3716,205.99,38
3717,Imported Clean Bleach Bottle #3717,73.00,41
3718,Natural Office Sticky Notes #3718,15.99,44
3719,Organic Tech Phone Charger #3719,2394.49,47
3720,Premium Pet Dog Food 1kg #3720,771.25,50
3721,Roasted Coffee Cappuccino Sticks #3721,546.49,53
3722,Sweet Tea Jasmine Pearls #3722,330.99,56
3723,Light Snack Trail Mix #3723,209.25,59
3724,Special Drink Sports Drink #3724,161.25,62
3725,Local Bakery Cinnamon Roll #3725,108.75,65
3726,Fresh Dairy Greek Yogurt #3726,306.50,68
3727,Classic Pantry Soy Sauce 1L #3727,186.75,71
3728,Original Frozen Frozen Pizza #3728,292.25,74
3729,Salted Produce Garlic Bulb #3729,41.75,77
3730,Spicy Meat Lamb Chops #3730,958.00,80
3731,Deluxe Bath Mouthwash #3731,146.25,83
3732,Imported Clean Floor Wax #3732,273.99,86
3733,Natural Office Highlighter #3733,65.00,89
3734,Organic Tech Earphones #3734,294.99,92
3735,Premium Pet Cat Food 1kg #3735,546.49,95
3736,Roasted Coffee Espresso Beans #3736,436.99,98
3737,Sweet Tea Hibiscus Leaves #3737,127.50,6
3738,Light Snack Popcorn Bag #3738,211.25,9
3739,Special Drink Juice Box #3739,26.00,12
3740,Local Bakery Banana Bread #3740,99.99,15
3741,Fresh Dairy Cheddar Block #3741,419.25,18
3742,Classic Pantry Brown Sugar 1kg #3742,460.50,21
3743,Original Frozen Ice Cream Tub #3743,471.50,24
3744,Salted Produce Red Apple #3744,66.25,27
3745,Spicy Meat Turkey Slice #3745,805.00,30
3746,Deluxe Bath Deodorant #3746,75.25,33
3747,Imported Clean Glass Cleaner #3747,274.99,36
3748,Natural Office Stapler #3748,11.50,39
3749,Organic Tech Power Bank #3749,1750.25,42
3750,Premium Pet Pet Treats #3750,512.00,45
3751,Roasted Coffee Arabica Grounds #3751,602.00,48
3752,Sweet Tea Green Tea Bags #3752,244.25,51
3753,Light Snack Beef Jerky #3753,114.75,54
3754,Special Drink Coconut Water #3754,136.75,57
3755,Local Bakery Muffin #3755,132.50,60
3756,Fresh Dairy Mozzarella Ball #3756,243.00,63
3757,Classic Pantry Iodized Salt #3757,318.99,66
3758,Original Frozen Frozen Berries #3758,312.25,69
3759,Salted Produce Banana Bunch #3759,47.00,72
3760,Spicy Meat Pork Belly #3760,539.75,75
3761,Deluxe Bath Hand Sanitizer #3761,180.99,78
3762,Imported Clean Trash Bags #3762,188.25,81
3763,Natural Office Tape Roll #3763,115.50,84
3764,Organic Tech HDMI Cable #3764,2206.75,87
3765,Premium Pet Cat Litter #3765,503.75,90
3766,Roasted Coffee Cold Brew Concentrate #3766,617.50,93
3767,Sweet Tea Black Tea Loose #3767,457.50,96
3768,Light Snack Potato Chips #3768,73.99,99
3769,Special Drink Lemonade Bottle #3769,37.75,7
3770,Local Bakery Bagel #3770,61.25,10
3771,Fresh Dairy Butter Stick #3771,204.00,13
3772,Classic Pantry Black Pepper #3772,401.99,16
3773,Original Frozen French Fries #3773,464.99,19
3774,Salted Produce Cavendish #3774,25.50,22
3775,Spicy Meat Chicken Breast #3775,1264.49,25
3776,Deluxe Bath Bar Soap #3776,316.00,28
3777,Imported Clean Sponge Pack #3777,221.49,31
3778,Natural Office Eraser #3778,40.99,34
3779,Organic Tech Wireless Mouse #3779,2188.25,37
3780,Premium Pet Dog Toy #3780,601.25,40
3781,Roasted Coffee Instant Sachets #3781,163.25,43
3782,Sweet Tea Chamomile Pouch #3782,425.00,46
3783,Light Snack Tortilla Chips #3783,198.75,49
3784,Special Drink Mineral Water 500ml #3784,126.50,52
3785,Local Bakery Donut #3785,145.75,55
3786,Fresh Dairy Cream Cheese #3786,403.00,58
3787,Classic Pantry Vinegar Bottle #3787,327.00,61
3788,Original Frozen Chicken Nuggets #3788,247.49,64
3789,Salted Produce Green Lettuce #3789,102.50,67
3790,Spicy Meat Ground Beef #3790,1274.50,70
3791,Deluxe Bath Shampoo 200ml #3791,265.25,73
3792,Imported Clean Laundry Pod #3792,277.75,76
3793,Natural Office Marker Pen #3793,160.50,79
3794,Organic Tech Keyboard #3794,1181.25,82
3795,Premium Pet Pet Shampoo #3795,778.99,85
3796,Roasted Coffee Decaf Pods #3796,394.50,88
3797,Sweet Tea Matcha Powder #3797,355.75,91
3798,Light Snack Pretzel Sticks #3798,18.99,94
3799,Special Drink Soda Can 330ml #3799,172.99,97
3800,Local Bakery Sourdough Loaf #3800,104.00,5
3801,Fresh Dairy Whipping Cream #3801,204.99,8
3802,Classic Pantry Tomato Sauce #3802,338.00,11
3803,Original Frozen Fish Fillet #3803,177.49,14
3804,Salted Produce Cherry Tomato #3804,72.75,17
3805,Spicy Meat Bacon Strips #3805,1338.00,20
3806,Deluxe Bath Conditioner 200ml #3806,253.75,23
3807,Imported Clean Dish Soap #3807,163.25,26
3808,Natural Office Ballpen Black #3808,64.99,29
3809,Organic Tech Webcam #3809,1419.49,32
3810,Premium Pet Aquarium Pellets #3810,560.49,35
3811,Roasted Coffee Mocha Mix #3811,467.99,38
3812,Sweet Tea Oolong Tin #3812,196.49,41
3813,Light Snack Cheese Crackers #3813,234.75,44
3814,Special Drink Iced Tea Bottle #3814,59.25,47
3815,Local Bakery Baguette #3815,214.75,50
3816,Fresh Dairy Whole Milk 1L #3816,252.75,53
3817,Classic Pantry Pasta 500g #3817,200.50,56
3818,Original Frozen Veggie Mix #3818,385.50,59
3819,Salted Produce Carrot Pack #3819,98.49,62
3820,Spicy Meat Pork Loin #3820,920.99,65
3821,Deluxe Bath Body Wash #3821,231.25,68
3822,Imported Clean All-Purpose Spray #3822,388.49,71
3823,Natural Office Notebook A5 #3823,249.49,74
3824,Organic Tech USB-C Cable #3824,1635.00,77
3825,Premium Pet Bird Seed #3825,871.25,80
3826,Roasted Coffee Latte Powder #3826,80.75,83
3827,Sweet Tea Earl Grey Box #3827,85.75,86
3828,Light Snack Granola Bar #3828,163.25,89
3829,Special Drink Energy Drink #3829,49.50,92
3830,Local Bakery Croissant #3830,176.99,95
3831,Fresh Dairy Skim Milk 1L #3831,125.99,98
3832,Classic Pantry Olive Oil 500ml #3832,67.00,6
3833,Original Frozen Frozen Dumplings #3833,543.25,9
3834,Salted Produce Sweet Onion #3834,72.75,12
3835,Spicy Meat Sausage Pack #3835,866.99,15
3836,Deluxe Bath Toothpaste #3836,85.49,18
3837,Imported Clean Bleach Bottle #3837,237.49,21
3838,Natural Office Sticky Notes #3838,227.75,24
3839,Organic Tech Phone Charger #3839,2392.75,27
3840,Premium Pet Dog Food 1kg #3840,644.00,30
3841,Roasted Coffee Cappuccino Sticks #3841,487.25,33
3842,Sweet Tea Jasmine Pearls #3842,145.49,36
3843,Light Snack Trail Mix #3843,19.75,39
3844,Special Drink Sports Drink #3844,172.00,42
3845,Local Bakery Cinnamon Roll #3845,175.50,45
3846,Fresh Dairy Greek Yogurt #3846,306.49,48
3847,Classic Pantry Soy Sauce 1L #3847,381.00,51
3848,Original Frozen Frozen Pizza #3848,226.00,54
3849,Salted Produce Garlic Bulb #3849,17.00,57
3850,Spicy Meat Lamb Chops #3850,641.99,60
3851,Deluxe Bath Mouthwash #3851,123.75,63
3852,Imported Clean Floor Wax #3852,64.25,66
3853,Natural Office Highlighter #3853,208.99,69
3854,Organic Tech Earphones #3854,839.50,72
3855,Premium Pet Cat Food 1kg #3855,592.00,75
3856,Roasted Coffee Espresso Beans #3856,262.49,78
3857,Sweet Tea Hibiscus Leaves #3857,124.49,81
3858,Light Snack Popcorn Bag #3858,219.75,84
3859,Special Drink Juice Box #3859,173.75,87
3860,Local Bakery Banana Bread #3860,179.49,90
3861,Fresh Dairy Cheddar Block #3861,365.75,93
3862,Classic Pantry Brown Sugar 1kg #3862,466.99,96
3863,Original Frozen Ice Cream Tub #3863,215.25,99
3864,Salted Produce Red Apple #3864,126.50,7
3865,Spicy Meat Turkey Slice #3865,1057.75,10
3866,Deluxe Bath Deodorant #3866,292.50,13
3867,Imported Clean Glass Cleaner #3867,349.50,16
3868,Natural Office Stapler #3868,201.00,19
3869,Organic Tech Power Bank #3869,1177.75,22
3870,Premium Pet Pet Treats #3870,849.75,25
3871,Roasted Coffee Arabica Grounds #3871,178.75,28
3872,Sweet Tea Green Tea Bags #3872,227.00,31
3873,Light Snack Beef Jerky #3873,154.00,34
3874,Special Drink Coconut Water #3874,100.50,37
3875,Local Bakery Muffin #3875,191.25,40
3876,Fresh Dairy Mozzarella Ball #3876,267.49,43
3877,Classic Pantry Iodized Salt #3877,209.50,46
3878,Original Frozen Frozen Berries #3878,196.99,49
3879,Salted Produce Banana Bunch #3879,56.99,52
3880,Spicy Meat Pork Belly #3880,1310.50,55
3881,Deluxe Bath Hand Sanitizer #3881,211.49,58
3882,Imported Clean Trash Bags #3882,320.25,61
3883,Natural Office Tape Roll #3883,228.00,64
3884,Organic Tech HDMI Cable #3884,1899.25,67
3885,Premium Pet Cat Litter #3885,878.75,70
3886,Roasted Coffee Cold Brew Concentrate #3886,202.75,73
3887,Sweet Tea Black Tea Loose #3887,232.75,76
3888,Light Snack Potato Chips #3888,217.00,79
3889,Special Drink Lemonade Bottle #3889,99.50,82
3890,Local Bakery Bagel #3890,100.99,85
3891,Fresh Dairy Butter Stick #3891,67.50,88
3892,Classic Pantry Black Pepper #3892,243.75,91
3893,Original Frozen French Fries #3893,104.99,94
3894,Salted Produce Cavendish #3894,50.75,97
3895,Spicy Meat Chicken Breast #3895,743.00,5
3896,Deluxe Bath Bar Soap #3896,82.99,8
3897,Imported Clean Sponge Pack #3897,215.50,11
3898,Natural Office Eraser #3898,186.00,14
3899,Organic Tech Wireless Mouse #3899,874.49,17
3900,Premium Pet Dog Toy #3900,832.50,20
3901,Roasted Coffee Instant Sachets #3901,148.25,23
3902,Sweet Tea Chamomile Pouch #3902,485.25,26
3903,Light Snack Tortilla Chips #3903,72.99,29
3904,Special Drink Mineral Water 500ml #3904,114.00,32
3905,Local Bakery Donut #3905,103.75,35
3906,Fresh Dairy Cream Cheese #3906,179.00,38
3907,Classic Pantry Vinegar Bottle #3907,365.75,41
3908,Original Frozen Chicken Nuggets #3908,402.75,44
3909,Salted Produce Green Lettuce #3909,18.50,47
3910,Spicy Meat Ground Beef #3910,1067.75,50
3911,Deluxe Bath Shampoo 200ml #3911,287.49,53
3912,Imported Clean Laundry Pod #3912,328.00,56
3913,Natural Office Marker Pen #3913,91.25,59
3914,Organic Tech Keyboard #3914,2025.50,62
3915,Premium Pet Pet Shampoo #3915,573.99,65
